Order Date,Order Priority,Order Quantity,Sales,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Customer Segment,Product Category,company
6/4/2011,Low,3,74.05,Regular Air,44.54,19.99,11.17,Henry Goldwyn,Small Business,Furniture,A
3/2/2012,Low,37,5753.85,Regular Air,2509.52,150.98,13.99,Frank Price,Corporate,Technology,A
8/12/2011,Medium,48,18235.47,Delivery Truck,1166.93,370.98,99,Jim Radford,Corporate,Office Supplies,A
8/12/2011,Medium,16,2631.107,Regular Air,297.11,179.99,13.99,Jim Radford,Corporate,Technology,A
9/1/2009,Critical,32,209.42,Regular Air,65.41,6.74,1.72,Ralph Knight,Consumer,Office Supplies,A
1/26/2010,Critical,32,324.4,Regular Air,-46.98,10.89,4.5,Delfina Latchford,Small Business,Office Supplies,A
1/26/2010,Critical,-6,137.02,Regular Air,-46.89,6.48,6.6,Delfina Latchford,Small Business,Office Supplies,A
9/2/2011,Critical,1,232.67,Regular Air,-105.14,223.98,15.01,Roy Skaria,Corporate,Office Supplies,A
9/2/2011,Critical,34,4805.92,Delivery Truck,-393.96,140.98,36.09,Roy Skaria,Corporate,Furniture,A
2/7/2012,Critical,70,62.26,Regular Air,-23.24,54.96,10.75,Monica Federle,Corporate,Office Supplies,A
2/7/2012,Critical,47,58.53,Regular Air,-24.86,1.26,0.7,Monica Federle,Corporate,Office Supplies,A
3/19/2011,Critical,31,157.79,Regular Air,-95.92,4.98,6.07,Charles McCrossin,Corporate,Office Supplies,A
5/8/2011,Not Specified,19,376.21,Regular Air,89.56,18.99,5.23,Don Miller,Home Office,Office Supplies,A
9/25/2009,Critical,37,1601.24,Regular Air,520.69,46.89,5.1,Jeremy Lonsdale,Corporate,Office Supplies,A
9/25/2009,Critical,40,501.31,Regular Air,38.23,12.98,3.14,Jeremy Lonsdale,Corporate,Office Supplies,A
7/9/2012,Not Specified,2,24.96,Regular Air,-12.8,10.91,2.99,Grant Carroll,Corporate,Office Supplies,A
1/14/2010,High,31,166.76,Regular Air,-46.03,4.98,4.75,Carl Ludwig,Corporate,Office Supplies,A
8/26/2009,High,2,811.13,Regular Air,-517.47,415.88,11.37,Carlos Daly,Corporate,Office Supplies,A
10/8/2009,Critical,15,822.8425,Regular Air,4.39,65.99,5.92,Ralph Knight,Consumer,Technology,A
11/10/2011,High,35,3310.9455,Regular Air,822.4,115.99,2.5,Cindy Schnelling,Corporate,Technology,A
4/15/2012,High,10,55.02,Regular Air,-56.12,5.02,5.14,Claudia Miner,Small Business,Technology,A
1/2/2012,Medium,10,192.58,Regular Air,24.6,19.84,4.1,Roy Skaria,Corporate,Office Supplies,A
3/8/2011,Not Specified,40,291.67,Regular Air,54.46,6.75,2.99,Delfina Latchford,Small Business,Office Supplies,A
7/2/2009,High,50,281.39,Regular Air,-106.4,5.74,5.01,Edward Hooks,Consumer,Office Supplies,A
7/2/2009,High,49,12593.91,Delivery Truck,2699.67,270.97,28.06,Edward Hooks,Consumer,Technology,A
4/15/2011,Critical,22,6123.94,Delivery Truck,1292.44,260.98,41.91,Don Miller,Home Office,Furniture,A
11/25/2011,High,49,19325.2,Regular Air,8793.54,387.99,19.99,Grant Carroll,Small Business,Office Supplies,A
11/25/2011,High,48,8380.22,Delivery Truck,813.83,160.98,35.02,Grant Carroll,Small Business,Furniture,A
4/25/2012,Critical,11,35.17,Regular Air,5.58,3.08,0.99,Brad Eason,Small Business,Office Supplies,A
3/26/2011,Medium,35,17387.65,Regular Air,6907.61,499.99,24.49,Charles McCrossin,Corporate,Technology,A
3/26/2011,Medium,44,6040.22,Regular Air,-942.5,138.14,35,Charles McCrossin,Corporate,Office Supplies,A
7/14/2010,Low,17,691.59,Regular Air,261.24,41.94,2.99,Charles McCrossin,Corporate,Office Supplies,A
7/14/2010,Low,45,345.2,Regular Air,183.53,7.31,0.49,Charles McCrossin,Corporate,Office Supplies,A
10/23/2010,Not Specified,36,1955.0765,Regular Air,470.83,65.99,3.9,Bryan Mills,Small Business,Technology,A
8/24/2009,Not Specified,27,217.93,Regular Air,-29.02,7.64,5.83,Monica Federle,Corporate,Office Supplies,A
6/9/2011,Low,6,254.76,Regular Air,109.88,40.97,14.45,Michelle Lonsdale,Home Office,Furniture,A
11/23/2012,Medium,21,6806.66,Delivery Truck,801.72,299.05,87.01,Michelle Lonsdale,Corporate,Furniture,A
11/23/2012,Medium,3,891.61,Delivery Truck,-328.36,291.73,48.8,Michelle Lonsdale,Corporate,Furniture,A
11/23/2012,Medium,5,165.04,Regular Air,-112.44,30.42,8.65,Michelle Lonsdale,Corporate,Technology,A
5/1/2009,Not Specified,2,789.01,Regular Air,-539.59,415.88,11.37,Beth Thompson,Corporate,Office Supplies,A
5/11/2012,Critical,4,97.57,Regular Air,-27.31,19.94,14.87,Cindy Schnelling,Corporate,Furniture,A
5/11/2012,Critical,31,110.32,Regular Air,-32.65,3.68,1.32,Cindy Schnelling,Corporate,Office Supplies,A
10/15/2010,Critical,26,321.68,Regular Air,-12.25,11.97,4.98,Nicole Hansen,Small Business,Office Supplies,A
10/15/2010,Critical,34,971.95,Express Air,-21.1,29.74,6.64,Nicole Hansen,Small Business,Office Supplies,A
10/15/2010,Critical,23,2149.03,Regular Air,-235.56,95.43,19.99,Nicole Hansen,Small Business,Office Supplies,A
7/23/2011,Low,12,3671.3,Regular Air,900.06,300.65,24.49,Cari Schnelling,Home Office,Office Supplies,A
7/23/2011,Low,42,1763.6,Regular Air,455.37,45.19,1.99,Cari Schnelling,Home Office,Technology,A
7/11/2011,Critical,14,403.17,Regular Air,147.45,28.53,1.49,Roy Skaria,Corporate,Office Supplies,A
9/16/2012,Critical,15,89.97,Regular Air,23.48,5.68,1.46,Susan Vittorini,Corporate,Office Supplies,A
9/16/2012,Critical,28,456.91,Express Air,-328.18,15.51,17.78,Susan Vittorini,Corporate,Office Supplies,A
1/16/2009,Medium,46,249.02,Regular Air,-282.61,5.81,8.49,Sylvia Foulston,Corporate,Office Supplies,A
1/16/2009,Medium,41,78.49,Regular Air,5.53,1.81,0.75,Sylvia Foulston,Corporate,Office Supplies,A
10/20/2010,Low,4,40.72,Express Air,-10.25,6.68,6.93,Chad Cunningham,Small Business,Office Supplies,A
10/20/2010,Low,27,113.3,Regular Air,37.33,3.93,0.99,Chad Cunningham,Small Business,Office Supplies,A
8/30/2010,High,87,1219.19,Regular Air,44.37,150.98,13.99,Carlos Daly,Corporate,Technology,A
8/30/2010,High,15,28.68,Regular Air,-0.12,1.76,0.7,Carlos Daly,Corporate,Office Supplies,A
5/7/2010,Critical,19,3548.67,Regular Air,1280.19,177.98,0.99,Grant Carroll,Corporate,Office Supplies,A
6/21/2011,Critical,8,178.78,Regular Air,-28.34,20.24,8.99,Julia West,Home Office,Furniture,A
11/24/2010,Medium,41,6045.98,Delivery Truck,-996.67,150.98,66.27,Roy Skaria,Corporate,Furniture,A
4/27/2012,Medium,3,56.695,Regular Air,-70.97,20.99,0.99,Cindy Schnelling,Corporate,Technology,A
8/28/2012,Low,24,1350.531,Regular Air,221.18,65.99,5.26,Don Jones,Corporate,Technology,A
7/31/2011,High,20,100.4,Regular Air,11.94,5.18,2.04,Beth Thompson,Corporate,Office Supplies,A
7/31/2011,High,19,327.15,Regular Air,47.3,17.24,3.26,Beth Thompson,Corporate,Office Supplies,A
10/6/2012,Medium,11,30.51,Regular Air,-17.68,2.6,2.4,Alan Barnes,Corporate,Office Supplies,A
10/6/2012,Medium,8,127.8,Regular Air,-30.48,14.97,7.51,Alan Barnes,Corporate,Office Supplies,A
2/6/2010,Not Specified,4,242.36,Regular Air,-131.48,60.98,1.99,Carl Ludwig,Corporate,Technology,A
2/6/2010,Not Specified,25,802.19,Regular Air,56.26,29.74,6.64,Carl Ludwig,Corporate,Office Supplies,A
2/6/2010,Not Specified,4,63.52,Express Air,-8.47,12.21,4.81,Carl Ludwig,Corporate,Office Supplies,A
10/17/2011,Not Specified,13,371.94,Regular Air,106.53,29.14,4.86,Jamie Kunitz,Corporate,Office Supplies,A
8/20/2009,Not Specified,31,349.43,Regular Air,-44.92,11.5,7.19,Heather Kirkland,Home Office,Office Supplies,A
8/20/2009,Not Specified,3,58.33,Regular Air,-35.08,15.7,11.25,Heather Kirkland,Home Office,Office Supplies,A
8/20/2009,Not Specified,47,10377.22,Delivery Truck,965.48,225.02,28.66,Heather Kirkland,Home Office,Office Supplies,A
6/14/2010,Critical,14,140.66,Regular Air,11.34,9.27,4.39,Doug Bickford,Corporate,Office Supplies,A
6/14/2010,Critical,5,42.89,Regular Air,-32.48,6.84,8.37,Doug Bickford,Corporate,Office Supplies,A
6/14/2010,Critical,48,226.5,Regular Air,-173.15,4.98,4.62,Doug Bickford,Corporate,Technology,A
6/14/2010,Critical,13,438.93,Express Air,-119.02,32.98,5.5,Doug Bickford,Corporate,Technology,A
2/27/2010,Not Specified,31,15251.5,Delivery Truck,5353.19,500.97,69.3,Carlos Daly,Home Office,Technology,A
8/15/2009,High,13,34.42,Regular Air,9.47,2.61,0.5,Toby Braunhardt,Corporate,Office Supplies,A
8/15/2009,High,26,172.76,Regular Air,73.18,7.31,0.49,Toby Braunhardt,Corporate,Office Supplies,A
8/15/2009,High,50,853.162,Regular Air,-83.95,20.99,2.5,Toby Braunhardt,Corporate,Technology,A
5/14/2011,High,6,35.65,Regular Air,-5.92,5.34,2.99,Cari Schnelling,Home Office,Office Supplies,A
10/7/2010,NA,49,199.86,Regular Air,-257.11,4.06,6.89,Thomas Seio,Home Office,Office Supplies,A
10/7/2010,Critical,18,1888.02,Regular Air,192.33,99.99,19.99,Thomas Seio,Home Office,Technology,A
10/7/2010,Critical,27,322.69,Regular Air,1.91,11.58,6.97,Thomas Seio,Home Office,Office Supplies,A
10/23/2009,Not Specified,5,22.06,Regular Air,-22.28,3.36,6.27,Brendan Dodson,Corporate,Office Supplies,A
10/23/2009,Not Specified,19,12616.2,Regular Air,2808.22,699.99,24.49,Brendan Dodson,Corporate,Technology,A
6/9/2010,Medium,31,148.17,Regular Air,-7.06,4.71,0.7,Charlotte Melton,Home Office,Office Supplies,A
1/10/2011,Not Specified,39,217.25,Regular Air,33.5,5.84,1.2,Beth Thompson,Corporate,Office Supplies,A
1/10/2011,Not Specified,28,5993.74,Delivery Truck,-998.94,218.75,69.64,Beth Thompson,Corporate,Furniture,A
1/30/2009,Critical,23,361.65,Express Air,-144.27,15.98,8.99,Eugene Barchas,Corporate,Technology,A
3/28/2011,Low,45,1038.82,Regular Air,-78.36,22.38,15.1,Michelle Lonsdale,Home Office,Office Supplies,A
3/28/2011,Low,47,564.39,Regular Air,51.82,12.95,4.98,Michelle Lonsdale,Home Office,Office Supplies,A
11/22/2010,Low,6,826.9735,Regular Air,-413.33,155.99,8.99,Grant Carroll,Corporate,Technology,A
5/30/2011,Not Specified,33,999.226,Regular Air,381.17,35.99,3.3,Beth Paige,Consumer,Technology,A
5/13/2012,High,24,2298.32,Regular Air,218.72,99.99,19.99,Dorothy Wardle,Corporate,Technology,A
6/8/2010,Medium,24,1168.15,Express Air,-743.96,48.91,35,Muhammed MacIntyre,Small Business,Office Supplies,A
11/29/2009,Medium,47,181.78,Regular Air,71.56,3.78,0.71,Charlotte Melton,Home Office,Office Supplies,A
9/1/2012,High,99,1184.32,Regular Air,-99.55,26.31,5.89,Muhammed MacIntyre,Small Business,Technology,A
2/26/2010,Medium,3,71.94,Regular Air,-70.68,20.95,5.99,Claudia Miner,Small Business,Technology,A
2/26/2010,Medium,10,550.61,Express Air,98.32,55.98,13.88,Claudia Miner,Small Business,Office Supplies,A
2/26/2010,Medium,18,1373.11,Regular Air,-599.54,80.98,35,Claudia Miner,Small Business,Office Supplies,A
5/21/2012,Medium,32,368.18,Regular Air,-36.78,12.21,4.81,Brendan Dodson,Corporate,Office Supplies,A
11/8/2009,Not Specified,16,224.47,Regular Air,-49.31,13.9,7.59,Dorothy Wardle,Corporate,Office Supplies,A
8/27/2010,Medium,1,104.85,Regular Air,-98.31,55.5,52.2,Mike Pelletier,Corporate,Furniture,A
8/17/2012,High,47,256,Regular Air,-119.84,5.28,5.66,Edward Hooks,Consumer,Office Supplies,A
8/17/2012,High,20,6067.76,Delivery Truck,-98.05,296.18,54.12,Edward Hooks,Consumer,Furniture,A
11/9/2012,High,29,2754.93,Regular Air,-1.33,92.23,39.61,Jamie Kunitz,Corporate,Furniture,A
11/9/2012,High,15,19417.55,Regular Air,8417.57,1270.99,19.99,Jamie Kunitz,Corporate,Office Supplies,A
6/2/2011,Critical,40,4842.21,Delivery Truck,-1975.26,122.99,70.2,Julia West,Home Office,Furniture,A
8/10/2011,High,31,615.58,Regular Air,168,18.99,5.23,Jeremy Lonsdale,Corporate,Office Supplies,A
8/10/2011,High,41,8387.1,Regular Air,2113.95,218.08,18.06,Jeremy Lonsdale,Corporate,Furniture,A
8/10/2011,High,101,126.02,Regular Air,66.97,20.24,6.67,Jeremy Lonsdale,Corporate,Furniture,A
8/10/2011,High,30,68.14,Regular Air,6.37,2.18,0.78,Jeremy Lonsdale,Corporate,Office Supplies,A
2/27/2009,Low,14,71.47,Regular Air,-62.73,4.98,4.62,Cindy Schnelling,Corporate,Technology,A
6/7/2010,Not Specified,10,568.3355,Regular Air,-147.36,65.99,8.99,Heather Kirkland,Home Office,Technology,A
2/17/2012,Low,38,2157.3085,Regular Air,519.25,65.99,5.31,Alan Barnes,Corporate,Technology,A
2/23/2012,Low,26,1363,Delivery Truck,149.83,50.98,14.19,Hunter Glantz,Corporate,Furniture,A
2/23/2012,Low,36,4698.5,Delivery Truck,-219.38,124.49,51.94,Hunter Glantz,Corporate,Furniture,A
2/23/2012,Low,16,347.47,Regular Air,-86.2,22.38,15.1,Hunter Glantz,Corporate,Office Supplies,A
10/15/2009,Critical,23,1404.22,Regular Air,202.87,63.94,14.48,Julia West,Consumer,Furniture,A
3/13/2009,Critical,3,17.52,Regular Air,-12.16,4.13,5.04,Carlos Daly,Home Office,Office Supplies,A
3/12/2010,Medium,36,4273.8,Delivery Truck,-1775.83,122.99,70.2,Barry French,Consumer,Furniture,A
7/7/2009,Low,25,192.18,Regular Air,-48.88,7.1,6.05,Susan Vittorini,Home Office,Office Supplies,A
11/21/2012,Low,22,483.96,Regular Air,-34.09,21.38,8.99,Carl Jackson,Home Office,Office Supplies,A
11/21/2012,Low,10,308.363,Regular Air,42.27,35.99,0.99,Carl Jackson,Home Office,Technology,A
11/21/2012,Low,26,1911.4035,Regular Air,822.89,85.99,1.25,Carl Jackson,Home Office,Technology,A
3/2/2009,Medium,29,862.2,Regular Air,-45.1,30.73,4,Alan Barnes,Corporate,Technology,A
9/22/2011,High,7,120.03,Regular Air,-56.06,15.7,11.25,Charlotte Melton,Home Office,Office Supplies,A
7/21/2011,Not Specified,1,18.92,Regular Air,-18.25,11.5,7.19,Beth Thompson,Corporate,Office Supplies,A
7/13/2009,Not Specified,45,237.28,Express Air,-2088.68,4.48,49,Bryan Mills,Small Business,Office Supplies,A
3/29/2010,High,5,324.55,Regular Air,-12.82,67.84,0.99,Alan Barnes,Corporate,Office Supplies,A
3/29/2010,High,31,8901.78,Regular Air,2795.36,276.2,24.49,Alan Barnes,Corporate,Furniture,A
2/6/2010,Low,15,1062.959,Express Air,298.48,85.99,2.5,Beth Paige,Consumer,Technology,A
9/12/2012,Low,35,7468.86,Delivery Truck,2155.41,200.98,23.76,Mike Pelletier,Small Business,Furniture,A
12/22/2010,NA,12,710.328,Regular Air,-10.3,65.99,5.31,Delfina Latchford,Small Business,Technology,A
5/30/2009,Critical,4,3510.82,Regular Air,232.44,896.99,19.99,Susan Vittorini,Home Office,Office Supplies,A
12/21/2012,Critical,19,281.84,Regular Air,-21.85,15.01,8.4,Dorothy Wardle,Corporate,Office Supplies,A
12/21/2012,Critical,25,509.52,Regular Air,-145.78,20.97,6.5,Dorothy Wardle,Corporate,Technology,A
12/21/2012,Critical,10,97.02,Regular Air,-3.96,10.01,1.99,Dorothy Wardle,Corporate,Technology,A
2/14/2012,Not Specified,32,225.16,Regular Air,-33.69,6.68,5.2,Susan Vittorini,Home Office,Office Supplies,A
7/3/2010,Not Specified,20,205.33,Regular Air,10.68,9.77,6.02,Jamie Kunitz,Corporate,Furniture,A
5/16/2011,Critical,17,1368.14,Express Air,171.26,76.72,19.95,Fred Wasserman,Home Office,Office Supplies,A
3/7/2010,Medium,42,2475.83,Regular Air,752.37,59.98,3.99,Doug Bickford,Corporate,Office Supplies,A
4/27/2009,Not Specified,40,2205.7585,Regular Air,337.04,65.99,8.99,Fred Wasserman,Home Office,Technology,A
4/7/2012,High,21,524.2,Regular Air,158.98,23.99,6.71,Susan Vittorini,Corporate,Office Supplies,A
12/31/2010,Medium,39,6553.45,Regular Air,2969.81,162.93,19.99,Doug Bickford,Small Business,Office Supplies,A
2/2/2010,Not Specified,45,497.14,Regular Air,240.41,10.94,1.39,Claudia Miner,Small Business,Office Supplies,A
2/2/2010,Not Specified,21,917.39,Express Air,393.41,40.98,2.99,Claudia Miner,Small Business,Office Supplies,A
4/15/2012,Not Specified,19,110.67,Regular Air,-43.75,5.99,4.92,Frank Price,Corporate,Office Supplies,A
4/15/2012,Not Specified,20,1163.123,Regular Air,83.84,65.99,8.99,Frank Price,Corporate,Technology,A
5/19/2010,High,48,224.58,Regular Air,-144.76,4.57,5.42,Dorothy Wardle,Corporate,Office Supplies,A
5/19/2010,High,34,365.77,Regular Air,155.69,10.67,1.39,Dorothy Wardle,Corporate,Office Supplies,A
5/19/2010,High,34,16073.03,Delivery Truck,5386.32,442.14,14.7,Dorothy Wardle,Corporate,Technology,A
7/27/2009,Not Specified,15,30.68,Regular Air,-37.39,1.74,4.08,Allen Rosenblatt,Small Business,Furniture,A
3/31/2009,Not Specified,1,54.077,Express Air,-232.99,55.99,5,Dorothy Wardle,Corporate,Technology,A
6/11/2012,Critical,27,899.97,Express Air,-246.3,33.98,19.99,Julia West,Consumer,Furniture,A
9/1/2010,Not Specified,0,6789.9275,Regular Air,1864.66,200.99,4.2,Ralph Knight,Consumer,Technology,A
8/9/2012,Critical,5,748.29,Delivery Truck,-183.6,135.99,28.63,Michelle Lonsdale,Corporate,Furniture,A
5/7/2010,High,37,2522.21,Regular Air,1026.07,63.94,14.48,Charlotte Melton,Home Office,Furniture,A
5/7/2010,High,28,4181.82,Regular Air,1765.48,140.99,13.99,Charlotte Melton,Home Office,Technology,A
8/25/2011,Medium,39,680.8585,Regular Air,319.1,20.99,0.99,Allen Rosenblatt,Small Business,Technology,A
9/21/2010,Critical,20,759.84,Regular Air,162.83,39.24,1.99,Neola Schneider,Home Office,Technology,A
9/21/2010,Critical,19,147.39,Regular Air,-30.92,7.64,5.83,Neola Schneider,Home Office,Office Supplies,A
6/30/2012,Low,5,294,Regular Air,181.53,54.74,14.83,Joy Bell,Home Office,Furniture,A
1/17/2011,Critical,34,216.3,Regular Air,103.16,6.3,0.5,Monica Federle,Corporate,Office Supplies,A
10/10/2010,Critical,12,31.6,Regular Air,-3.64,2.84,0.93,Jamie Kunitz,Corporate,Office Supplies,A
6/9/2011,High,43,154.18,Regular Air,-166.92,3.58,5.47,Susan Vittorini,Corporate,Office Supplies,A
6/9/2011,High,18,110.31,Regular Air,-1.22,5.85,2.27,Susan Vittorini,Corporate,Office Supplies,A
6/9/2011,High,41,137.51,Regular Air,21.62,3.29,1.35,Susan Vittorini,Corporate,Office Supplies,A
6/26/2012,Low,27,302.2,Regular Air,20.27,10.98,3.37,Charles McCrossin,Corporate,Office Supplies,A
3/16/2010,Medium,46,399.58,Regular Air,-188.53,8.45,7.77,Cari Schnelling,Small Business,Office Supplies,A
11/13/2010,Critical,8,52.39,Regular Air,-17.38,5.89,5.57,Doug Bickford,Corporate,Furniture,A
11/14/2009,Medium,12,61.09,Regular Air,24.06,4.91,0.5,Don Miller,Home Office,Office Supplies,A
11/14/2009,Medium,48,777.76,Regular Air,63.46,15.94,5.45,Don Miller,Home Office,Office Supplies,A
9/12/2011,High,4,108.87,Regular Air,-39.92,22.84,16.87,Fred Wasserman,Home Office,Office Supplies,A
11/23/2009,Medium,48,10051.52,Regular Air,4938.78,204.1,13.99,Bryan Mills,Small Business,Technology,A
7/10/2010,Critical,1,97.13,Regular Air,-37.06,98.31,0.49,Carlos Daly,Corporate,Office Supplies,A
3/6/2009,Medium,26,1523.5,Regular Air,-807.89,60.98,49,Joy Bell,Home Office,Office Supplies,A
2/17/2011,Low,5,756.15,Delivery Truck,-280.28,145.45,17.85,Claudia Miner,Small Business,Technology,A
2/17/2011,Low,1,18.15,Regular Air,-7.26,12.28,6.13,Claudia Miner,Small Business,Office Supplies,A
11/19/2011,High,12,1323.67,Express Air,630.28,107.53,5.81,Beth Thompson,Corporate,Furniture,A
6/3/2011,Critical,17,47.44,Regular Air,14.49,2.89,0.5,Allen Rosenblatt,Small Business,Office Supplies,A
5/25/2010,High,2,51.21,Regular Air,-27.53,20.98,8.83,Beth Thompson,Corporate,Office Supplies,A
5/25/2010,High,20,2195.55,Delivery Truck,-355.94,100.8,60,Beth Thompson,Corporate,Furniture,A
5/30/2009,Not Specified,30,3482.41,Regular Air,1443.35,120.98,9.07,Susan Vittorini,Home Office,Office Supplies,A
8/30/2012,High,43,683.46,Regular Air,-138.82,16.98,12.39,Sylvia Foulston,Corporate,Office Supplies,A
12/16/2011,Critical,50,600.22,Regular Air,27.86,12.98,3.14,Joy Bell,Home Office,Office Supplies,A
12/9/2009,Not Specified,9,64.0305,Regular Air,NA,7.99,5.03,Becky Castell,Consumer,Technology,A
7/3/2012,Critical,49,8551.544,Regular Air,2763.13,195.99,8.99,Carlos Daly,Corporate,Technology,A
12/24/2010,High,2,291.66,Regular Air,-192.92,136.98,24.49,Cari Schnelling,Home Office,Furniture,A
5/17/2011,Low,5,503.3275,Regular Air,-488.31,125.99,5.63,Jim Radford,Corporate,Technology,A
1/11/2012,Not Specified,1,171.71,Delivery Truck,-343.47,115.99,56.14,Allen Rosenblatt,Small Business,Technology,A
10/3/2011,Not Specified,39,1326.04,Regular Air,-1129.96,32.48,35,Dorothy Badders,Home Office,Office Supplies,A
10/3/2011,Not Specified,22,3881.89,Regular Air,-803.52,182.55,69,Dorothy Badders,Home Office,Furniture,A
3/5/2010,Not Specified,1,17.89,Express Air,10.51,2.88,0.5,Mike Pelletier,Corporate,Office Supplies,A
3/5/2010,Not Specified,47,137.18,Regular Air,6.04,2.94,0.96,Mike Pelletier,Corporate,Office Supplies,A
11/5/2011,High,48,617.26,Regular Air,-37.52,12.28,6.13,Doug Bickford,Small Business,Office Supplies,A
11/5/2011,High,45,13104.992,Delivery Truck,5626.42,349.45,60,Doug Bickford,Small Business,Furniture,A
1/5/2009,High,6,700.73,Delivery Truck,-188.58,120.97,26.3,Susan Vittorini,Home Office,Technology,A
11/25/2010,Medium,28,667.55,Regular Air,204.74,21.98,2.87,Andrew Gjertsen,Consumer,Office Supplies,A
4/8/2011,High,43,701.46,Express Air,-90.14,15.99,9.4,Muhammed MacIntyre,Small Business,Technology,A
4/8/2011,High,19,53.94,Regular Air,-6.53,2.78,1.25,Muhammed MacIntyre,Small Business,Office Supplies,A
4/8/2011,High,7,46.94,Regular Air,7.34,6.47,1.22,Muhammed MacIntyre,Small Business,Office Supplies,A
4/8/2011,High,20,77.99,Regular Air,19.68,3.93,0.99,Muhammed MacIntyre,Small Business,Office Supplies,A
3/31/2010,Critical,44,5735.79,Regular Air,828.27,136.98,24.49,Jim Radford,Corporate,Furniture,A
3/10/2012,Not Specified,47,186.93,Regular Air,56.44,4.13,0.99,Bryan Davis,Corporate,Office Supplies,A
2/20/2009,Medium,41,241.1,Regular Air,-243.24,5.81,8.49,Anthony Johnson,Small Business,Office Supplies,A
2/20/2009,Medium,49,491.93,Regular Air,-53.62,9.65,6.22,Anthony Johnson,Small Business,Furniture,A
10/1/2009,Critical,10,623.71,Delivery Truck,-213.32,58.14,36.61,Doug Bickford,Small Business,Furniture,A
11/1/2012,Not Specified,44,4263.9315,Regular Air,1411.03,110.99,2.5,Carlos Daly,Corporate,Technology,A
7/21/2011,High,10,2700.41,Delivery Truck,258.01,279.81,23.19,Don Miller,Home Office,Office Supplies,A
11/23/2010,Not Specified,20,1583.06,Regular Air,328,78.65,13.99,Don Jones,Corporate,Office Supplies,A
2/6/2010,Not Specified,21,756.6,Regular Air,299.59,35.44,4.92,Chad Cunningham,Small Business,Office Supplies,A
1/4/2011,Medium,17,207.19,Regular Air,-85.91,11.66,8.99,Ralph Arnett,Consumer,Office Supplies,A
1/4/2011,Medium,8,88,Regular Air,-6.38,10.48,2.89,Ralph Arnett,Consumer,Office Supplies,A
8/2/2009,Medium,31,196.74,Regular Air,-61.59,6.28,5.41,Nicole Hansen,Small Business,Furniture,A
6/5/2010,High,21,471.24,Regular Air,115.54,22.98,1.99,Fred Wasserman,Home Office,Technology,A
8/2/2009,Critical,1,368.66,Delivery Truck,-165.6,300.98,64.73,Bryan Mills,Corporate,Furniture,A
12/28/2010,High,14,2232.06,Regular Air,542.16,155.06,7.07,Ralph Arnett,Consumer,Office Supplies,A
10/10/2012,Critical,7,387.17,Regular Air,-204.65,55.94,6.55,Doug Bickford,Corporate,Technology,A
4/2/2011,Critical,28,168.57,Express Air,16.65,5.28,2.99,Eugene Barchas,Corporate,Office Supplies,A
11/25/2009,Critical,50,413.86,NA,39.29,7.59,4,Brad Eason,Small Business,Furniture,A
11/25/2009,Critical,31,178.45,Regular Air,-104.96,5.98,4.69,Brad Eason,Small Business,Office Supplies,A
4/11/2012,Critical,1,2728.65,Delivery Truck,-5572.39,2550.14,29.7,Dorothy Wardle,Corporate,Technology,A
2/16/2010,Low,13,735.54,Regular Air,171.82,55.48,14.3,Ralph Knight,Consumer,Office Supplies,A
9/24/2010,High,47,1060.0605,Regular Air,-71.03,28.99,8.59,Sylvia Foulston,Corporate,Technology,A
2/21/2009,Low,39,199.39,Express Air,101.13,4.91,0.5,Neola Schneider,Home Office,Office Supplies,A
2/21/2009,Low,11,2770.35,Delivery Truck,-202.58,259.71,66.67,Neola Schneider,Home Office,Furniture,A
11/11/2012,Critical,32,1882.12,Regular Air,584.15,59.78,10.29,Grant Carroll,Small Business,Office Supplies,A
11/11/2012,Critical,44,186.94,Regular Air,85.81,4.13,0.5,Grant Carroll,Small Business,Office Supplies,A
11/11/2012,Critical,12,407.2,Regular Air,-8.42,30.98,17.08,Grant Carroll,Small Business,Office Supplies,A
10/27/2011,Critical,26,208.6,Regular Air,-56.45,7.38,5.21,Julia West,Consumer,Furniture,A
12/16/2009,Low,29,778.38,Regular Air,257.32,26.38,5.86,Muhammed MacIntyre,Small Business,Office Supplies,A
5/7/2010,Critical,24,60.36,Regular Air,-119.62,2.16,6.05,Susan Vittorini,Corporate,Office Supplies,A
1/8/2011,Medium,36,1936.3,Regular Air,278.12,50.98,13.66,Sylvia Foulston,Corporate,Office Supplies,A
7/9/2012,High,4,14.23,Regular Air,-4.43,2.08,5.33,Doug Bickford,Corporate,Furniture,A
7/9/2012,High,39,272.07,Regular Air,-206.46,6.48,9.54,Doug Bickford,Corporate,Office Supplies,A
7/9/2012,High,5,325.43,Express Air,-76.11,64.98,6.88,Doug Bickford,Corporate,Office Supplies,A
3/9/2009,High,42,843.53,Regular Air,268.32,19.23,6.15,Dorothy Badders,Home Office,Furniture,A
12/30/2011,High,23,6641.14,Delivery Truck,673.77,300.98,64.73,Henry Goldwyn,Small Business,Furniture,A
12/30/2011,High,21,10469.03,Delivery Truck,2608.72,500.98,26,Henry Goldwyn,Small Business,Furniture,A
12/30/2011,High,18,835.55,Regular Air,171.59,45.19,1.99,Henry Goldwyn,Small Business,Technology,A
3/29/2009,Not Specified,18,215.93,Regular Air,-41.87,11.97,5.81,Grant Carroll,Small Business,Office Supplies,A
